252	211	177	136	152
239	164	208	243	103
237	204	116	178	148
237	153	159	202	105
130	149	185	114	100
250	125	116	160	114
201	210	178	215	136
192	165	205	109	143
109	160	199	132	115
168	182	197	242	126
148	188	122	168	125
123	103	190	218	105
203	114	145	187	116
123	126	140	235	102
111	146	186	99	101
102	149	216	248	124
209	114	207	189	107
204	165	134	109	153
170	105	218	244	145
205	179	155	111	114
106	182	158	187	157
200	128	186	128	132
112	132	104	107	125
133	214	167	150	144
213	191	169	168	154
230	107	116	244	112
201	217	195	129	151
244	194	198	115	138
223	187	178	233	154
150	131	151	176	121
135	100	210	225	101
247	122	146	142	133
239	200	116	164	125
128	186	134	187	113
122	165	156	160	110
213	170	142	189	104
233	210	208	257	133
233	182	134	180	157
139	118	168	202	103
226	209	124	130	112
160	155	101	254	135
164	131	195	230	128
165	160	118	226	126
147	133	144	106	123
129	137	160	120	109
217	165	118	199	135
249	125	162	250	148
115	203	152	154	111
131	136	135	117	141
229	155	212	249	147
251	177	206	143	149
210	192	200	141	135
234	108	144	113	145
179	162	131	203	110
128	173	160	239	149
142	209	218	180	106
130	128	105	190	131
130	147	201	225	127
233	123	149	255	104
241	215	168	110	121
219	180	186	238	109
117	212	184	162	112
115	126	180	160	119
242	165	200	142	111
199	179	140	133	112
233	149	152	106	112
188	159	198	223	153
119	172	171	159	115
224	192	127	103	118
133	118	137	236	137
195	197	113	190	112
203	121	177	125	123
233	173	141	208	153
233	106	139	169	157
115	120	148	247	109
176	99	184	216	129
135	172	134	209	154
237	167	199	172	123
236	113	185	121	142
184	197	159	174	134
157	158	157	198	149
228	99	174	245	151
195	189	183	207	126
111	108	175	189	129
145	190	132	197	121
121	127	190	190	144
139	152	213	195	136
185	122	176	173	149
194	141	131	211	108
214	122	133	168	120
232	101	165	129	152
160	134	100	179	136
251	119	158	116	155
158	136	214	100	139
225	172	205	128	150
124	125	146	196	106
130	134	115	138	125
127	197	188	195	151
151	136	181	251	130
161	127	210	214	132
132	114	121	216	154
187	147	207	169	155
152	157	183	197	131
140	159	209	160	149
117	127	167	193	99
182	170	102	111	134
129	137	170	118	152
185	208	197	258	143
222	138	199	197	118
189	175	151	135	120
252	188	123	127	143
200	122	100	114	127
103	183	138	204	102
146	198	175	247	127
115	106	101	192	135
164	154	114	100	103
99	163	104	224	147
119	181	120	250	105
107	120	170	204	123
182	159	214	135	135
168	165	153	257	155
115	175	126	227	134
169	218	122	151	104
187	171	113	186	155
104	209	192	189	125
156	185	144	206	117
248	213	137	129	157
178	208	207	163	131
227	158	201	194	99
241	172	194	138	137
229	180	127	120	125
221	137	147	180	158
186	127	183	102	134
135	186	166	151	158
250	191	161	154	119
154	192	153	145	125
209	168	180	118	143
152	129	208	231	123
146	168	207	206	130
176	211	154	144	108
123	155	177	121	115
121	192	124	140	104
216	176	151	121	133
191	128	121	141	123
212	210	138	212	132
149	139	118	226	110
238	120	175	124	102
108	207	205	193	137
159	141	195	241	104
247	208	118	167	151
187	128	218	195	103
228	174	181	108	109
202	129	123	234	102
187	135	133	230	137
239	116	166	102	99
237	135	207	195	116
109	193	106	214	117
151	127	134	177	132
111	183	130	205	100
142	164	139	151	104
225	146	171	181	138
127	107	147	120	154
119	156	156	160	129
234	175	200	203	135
105	115	148	174	117
117	173	173	194	139
107	193	193	222	106
110	148	217	181	109
225	203	200	244	141
202	198	194	132	137
190	100	145	249	123
135	183	210	145	148
100	207	127	174	158
174	185	152	135	100
195	206	215	257	112
212	198	178	148	138
236	126	103	148	116
189	130	109	108	151
204	175	151	165	138
176	105	136	176	145
159	140	138	245	133
143	180	168	196	152
205	141	148	103	156
193	161	161	199	100
139	161	103	187	129
116	180	146	181	103
173	109	139	235	99
209	132	140	197	122
189	144	187	189	152
245	208	153	220	150
137	186	109	178	126
112	120	189	116	155
108	157	193	104	148
135	160	162	159	140
204	187	102	211	116
246	187	118	238	140
238	107	121	132	149
126	210	139	147	130
156	207	186	220	152
122	201	143	137	158
175	162	169	207	121
250	167	160	139	142
241	193	159	173	117
216	215	105	167	103
142	209	158	169	127
227	212	142	183	105
126	142	135	196	149
248	149	205	137	157
223	110	179	128	124
103	181	107	151	118
224	198	161	187	151
242	213	134	180	106
163	201	100	159	107
126	147	156	226	122
181	197	142	215	150
128	120	169	247	123
252	218	108	231	150
136	162	178	212	147
219	118	137	120	128
213	132	111	235	150
102	140	189	109	99
199	173	164	174	103
242	200	116	210	121
242	211	217	110	158
107	209	199	189	100
246	155	199	186	147
227	142	127	194	126
227	211	189	119	120
233	217	143	102	126
141	172	183	145	143
154	152	200	241	109
143	183	160	195	123
203	156	209	205	152
235	131	194	206	142
141	154	153	196	133
219	150	145	241	140
227	217	209	115	142
188	194	134	253	152
132	117	166	157	143
214	210	211	129	152
219	129	99	176	120
102	137	120	137	109
179	160	114	234	121
123	107	152	136	105
160	112	190	121	145
243	207	174	223	116
102	195	208	199	124
193	190	101	146	100
121	135	124	103	151
174	100	152	209	134
211	200	154	142	107
189	120	212	185	158
141	178	136	127	157
116	187	206	145	120
170	205	112	189	135
218	148	123	245	152
212	132	102	148	151
127	200	156	229	125
137	110	182	138	146
165	183	164	134	107
234	195	157	213	108
239	137	103	162	101
158	106	152	146	120
173	195	172	207	125
111	183	128	258	113
249	193	123	237	140
199	130	129	105	99
143	184	172	192	136
242	113	216	144	102
225	180	101	228	121
116	129	187	229	135
146	164	201	103	123
216	157	118	154	156
154	190	142	137	111
101	131	124	140	147
190	115	169	124	148
127	199	143	199	138
128	101	171	152	115
99	168	210	243	100
229	161	204	99	116
243	188	181	120	122
206	167	165	238	147
210	161	173	204	122
239	171	213	211	115
160	119	210	254	149
226	120	116	147	124
122	107	178	138	142
216	116	125	147	101
246	144	134	149	123
193	194	171	116	150
233	149	123	114	101
210	138	162	190	146
229	206	205	221	116
118	183	200	133	119
165	195	139	172	125
170	158	104	184	119
227	167	179	106	131
251	117	172	162	131
184	192	120	215	105
240	175	212	230	150
249	167	183	200	123
189	141	122	117	149
244	110	192	248	125
141	140	137	124	138
193	212	140	203	102
133	204	162	146	110
111	112	173	170	118
134	214	205	230	142
101	188	104	118	131
252	147	133	158	156
190	154	147	211	136
166	132	111	150	101
206	101	110	209	138
145	129	180	131	108
141	143	213	224	149
200	175	164	128	109
121	162	115	225	144
223	112	207	181	123
199	150	148	218	100
249	112	143	219	132
214	198	136	173	154
161	173	191	128	115
122	157	204	116	101
196	202	132	149	139
108	149	126	251	119
167	185	163	166	138
180	170	154	106	130
117	204	115	253	147
233	113	217	116	128
234	140	202	167	122
142	209	192	154	123
187	185	118	173	151
230	138	102	189	120
112	99	137	123	143
217	138	183	163	149
159	152	188	227	126
224	178	177	229	117
220	104	175	180	104
179	150	184	106	127
232	134	104	203	105
105	165	102	145	134
122	192	119	187	121
101	120	99	109	120
161	163	144	238	125
115	160	139	206	126
231	199	135	164	135
125	190	125	211	104
157	159	204	106	111
226	195	203	148	105
126	107	167	108	116
200	212	194	165	123
128	174	218	177	106
233	198	103	185	140
194	204	117	192	157
169	144	105	122	110
209	216	104	243	157
207	128	100	206	150
235	130	192	164	151
164	128	181	200	146
222	158	153	182	125
216	151	176	131	127
174	137	143	229	135
169	135	138	134	101
186	172	151	109	142
160	114	127	177	132
166	104	183	170	129
212	146	153	197	142
175	187	215	168	115
230	190	218	243	134
195	116	107	157	153
116	177	112	236	101
119	184	165	120	145
250	119	146	211	109
123	177	137	231	123
186	162	115	196	130
226	113	207	143	139
114	154	198	139	105
219	152	185	188	120
200	152	101	216	140
207	112	107	209	141
142	218	113	253	105
110	207	212	153	126
241	100	198	162	112
125	160	110	117	134
159	114	133	222	153
107	166	193	104	118
226	218	102	145	146
135	188	185	187	112
182	190	192	232	132
130	164	204	143	113
234	217	107	184	150
216	191	194	110	124
190	124	201	253	146
172	120	215	244	122
217	216	185	100	102
187	140	164	102	142
165	161	202	167	134
109	182	162	168	110
195	163	153	205	110
172	210	212	197	138
136	115	143	159	155
183	118	213	211	142
184	209	151	139	156
106	170	163	187	140
159	174	185	189	112
111	159	144	176	155
199	117	152	165	148
141	124	164	170	138
169	135	203	217	116
248	177	144	156	132
125	185	128	229	134
185	186	165	141	153
221	130	120	211	143
187	102	154	243	122
189	145	158	232	138
131	206	200	102	111
145	151	214	117	110
124	172	174	217	102
142	150	101	151	131
163	216	156	116	156
125	199	134	118	133
208	160	130	167	158
210	184	171	252	143
163	103	127	235	155
113	150	190	249	105
108	196	142	238	104
182	181	194	129	129
239	115	185	249	108
155	130	187	121	124
145	157	162	215	121
252	131	148	110	154
153	188	102	137	131
136	160	204	165	147
108	180	207	119	118
186	208	184	102	104
160	206	182	110	99
100	180	202	223	158
128	154	154	149	143
233	191	163	130	146
194	128	176	144	108
119	195	156	120	101
101	167	158	169	138
161	159	149	216	134
147	197	174	212	129
218	119	137	131	111
181	106	195	161	134
143	184	136	223	99
243	174	123	208	123
222	108	115	103	155
229	166	207	139	133
106	203	208	103	149
106	109	183	209	140
124	106	153	155	107
172	170	161	251	99
182	214	178	232	139
246	202	100	222	112
184	166	210	229	136
252	184	125	124	99
157	138	124	150	153
180	158	144	250	140
219	139	174	226	154
178	192	117	221	118
202	188	184	123	106
147	123	147	214	138
101	104	118	195	104
143	121	134	258	145
211	215	111	151	153
175	165	127	219	124
211	104	191	239	139
127	125	136	258	138
146	204	167	107	157
209	151	174	183	155
158	164	175	217	102
116	119	145	249	118
123	100	163	192	158
133	106	159	121	129
117	158	210	116	112
218	202	179	211	120
182	176	119	144	145
187	153	112	160	144
171	112	117	222	110
173	140	190	225	126
99	205	130	210	109
170	119	192	140	146
137	211	199	121	118
147	110	169	124	123
191	156	142	203	117
182	216	109	116	101
124	168	204	202	120
131	137	192	146	151
190	175	187	239	136
243	157	177	237	103
105	185	213	246	150
178	180	191	212	135
119	149	107	154	130
242	137	133	126	116
193	183	211	168	154
123	179	131	246	149
106	212	202	185	141
126	208	210	198	101
183	110	172	128	150
152	147	125	155	134
183	186	149	131	135
239	150	164	156	115
218	198	177	125	123
162	117	198	211	146
200	108	197	152	106
211	155	148	197	123
144	134	205	180	126
188	157	157	199	157
117	201	157	145	125
101	213	185	140	147
187	137	144	204	103
135	180	151	246	102
196	112	137	118	137
205	115	180	103	155
122	204	135	189	102
124	183	193	199	103
163	144	123	241	114
119	166	106	258	146
230	213	100	100	134
181	137	158	206	128
188	141	206	209	154
102	177	186	120	144
171	214	176	227	130
110	198	109	240	109
132	99	170	168	127
244	138	146	129	148
155	116	196	117	111
184	152	172	108	101
206	201	187	217	141
243	179	107	100	141
216	198	124	235	117
158	170	192	132	104
159	174	160	223	144
146	214	189	121	114
229	130	102	218	105
196	135	126	108	154
147	100	149	136	125
122	215	163	115	103
114	106	131	233	143
215	168	162	203	149
164	101	203	211	124
110	137	118	222	120
196	196	170	105	119
101	149	171	154	130
121	159	176	99	116
239	190	181	236	111
157	161	148	132	101
204	107	144	239	150
228	137	111	192	131
216	207	134	136	137
169	150	122	177	156
123	150	137	177	119
172	160	210	241	139
154	205	169	208	108
209	190	200	171	119
101	157	138	147	116
122	112	142	157	121
108	144	206	201	113
195	208	145	234	128
202	152	179	177	147
244	213	119	201	142
214	128	202	111	139
126	100	162	203	116
165	148	116	220	110
163	202	194	215	153
165	139	199	115	101
193	201	118	216	153
103	190	173	110	129
126	111	181	148	144
100	110	200	175	116
239	211	156	230	117
206	100	185	181	128
182	119	149	139	120
158	176	186	223	137
221	178	142	189	130
160	101	191	124	146
118	212	187	185	136
132	181	205	166	149
150	135	180	169	141
218	167	206	105	134
244	171	209	236	158
215	143	112	121	107
106	172	114	249	145
206	100	197	153	114
198	168	174	118	113
157	175	107	242	156
138	175	122	198	99
198	100	174	123	100
157	140	209	124	137
100	193	164	166	104
226	162	129	210	157
162	160	170	257	99
164	129	152	101	127
166	113	156	109	147
155	189	123	129	114
205	206	195	181	102
139	117	161	238	106
112	205	192	101	133
100	190	154	238	145
113	202	137	146	132
214	140	100	171	123
119	99	102	121	151
119	211	144	254	156
115	172	125	132	137
99	161	112	205	126
241	99	143	122	144
233	191	161	119	157
198	103	190	167	156
122	169	173	221	146
147	158	212	182	117
205	130	194	240	141
157	210	180	175	149
119	185	180	185	158
246	153	218	150	136
131	102	120	174	112
247	212	150	218	149
135	198	209	146	102
178	107	117	210	122
243	186	171	221	156
231	123	100	159	106
185	167	216	122	143
146	117	201	181	156
190	141	122	241	118
230	148	100	106	133
161	208	185	208	110
139	152	187	234	138
203	127	121	153	102
137	161	147	235	100
101	160	206	181	141
150	141	156	130	124
194	189	132	211	120
252	164	152	194	109
105	119	103	254	136
219	194	116	240	158
179	151	143	234	108
147	179	157	213	116
236	99	105	157	148
239	131	172	138	156
145	105	107	106	105
203	183	142	214	153
222	156	191	214	110
101	218	140	222	138
118	166	149	105	124
179	199	188	109	156
119	147	118	178	147
247	179	164	142	102
148	196	174	194	125
134	102	130	100	145
241	178	120	112	102
197	155	191	178	150
162	145	176	119	152
143	161	192	193	112
113	140	178	173	148
234	116	180	101	111
113	110	146	128	138
116	151	182	231	124
244	208	167	115	143
233	115	199	100	138
151	124	169	220	132
232	198	157	147	150
129	102	218	136	127
163	101	180	224	125
198	143	201	194	117
119	127	129	223	130
159	108	125	229	116
231	199	168	134	145
189	114	172	125	144
232	141	99	223	136
165	133	212	196	139
230	162	209	219	105
167	188	116	229	152
131	180	134	205	151
186	200	168	229	121
178	163	106	126	142
201	171	158	105	157
170	168	142	225	136
136	152	151	177	157
232	175	175	164	120
234	196	166	199	113
165	162	182	115	105
164	137	101	211	108
127	210	114	195	120
218	203	105	206	106
223	196	113	114	129
131	165	145	135	117
111	127	136	172	104
183	160	112	156	156
121	148	145	207	150
172	204	156	225	151
107	99	151	99	137
151	150	137	163	153
200	99	114	231	117
239	196	139	113	146
178	149	190	188	123
229	150	132	182	121
132	161	176	195	111
196	141	122	107	125
102	179	189	232	99
144	204	131	125	122
136	99	196	124	155
167	123	114	206	143
131	177	203	206	113
236	151	123	193	154
227	199	158	109	133
232	140	99	167	127
239	204	206	102	158
209	140	217	150	156
152	171	129	186	102
227	124	116	231	150
157	171	141	252	102
210	117	107	147	155
242	125	168	177	155
239	201	185	157	153
137	171	131	182	128
174	134	134	189	139
244	111	162	172	136
166	164	195	195	158
195	121	125	139	151
252	153	165	217	146
230	210	118	117	100
154	204	128	219	138
207	140	197	169	151
147	172	115	221	127
230	165	173	220	108
112	121	127	196	135
104	124	126	155	145
185	117	100	117	134
183	143	157	170	156
162	134	133	130	135
173	172	183	212	130
149	117	218	226	158
130	102	118	148	114
208	181	132	121	137
110	178	215	156	143
170	112	149	137	114
207	133	109	204	156
110	190	132	106	141
238	157	133	114	129
148	198	202	207	156
252	195	193	211	136
147	100	170	200	99
250	130	137	190	130
201	105	132	176	131
132	195	118	147	134
221	147	193	176	108
243	202	123	153	127
190	201	113	194	109
104	188	174	218	99
135	175	130	187	151
239	124	135	196	116
170	131	129	200	121
251	156	194	155	131
226	213	129	232	153
236	165	210	240	153
100	217	217	162	141
199	173	192	232	139
133	138	137	123	141
182	170	99	173	157
239	192	213	153	105
179	138	159	206	120
211	146	146	138	151
243	100	119	206	115
198	104	140	190	149
183	128	111	149	151
244	198	176	99	152
238	132	119	99	158
176	120	107	225	131
151	125	123	177	156
156	126	144	150	150
155	148	168	185	156
179	102	122	156	99
238	131	201	250	120
238	122	160	202	136
148	201	196	243	102
156	194	154	212	128
201	148	214	182	121
113	212	161	176	107
172	133	146	190	124
210	122	107	218	116
145	109	119	128	150
117	174	206	143	121
135	109	150	205	100
206	209	171	257	120
139	215	210	160	150
164	107	111	189	115
230	119	154	169	147
250	157	104	240	133
108	186	119	105	99
185	188	184	111	158
107	110	157	173	134
166	202	166	170	148
145	152	177	104	151
247	187	152	117	144
172	114	154	239	155
229	118	131	219	102
115	167	126	119	136
150	182	160	172	111
104	131	149	154	151
112	148	123	215	155
143	113	171	144	116
196	176	214	247	138
107	108	211	237	154
175	172	212	205	157
195	123	169	206	132
114	172	101	211	125
202	138	176	210	137
172	192	133	214	121
163	159	154	248	144
158	152	146	255	120
113	152	215	192	108
137	166	142	124	102
205	111	174	154	106
112	187	217	165	139
124	203	160	215	146
189	130	152	102	112
158	113	177	173	137
175	193	142	123	149
